year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1978,1,PCG,IBM,XOM,AEP,WY,BAC,AIG,CVX,CMS,EXC,F,HAL,PG,CNP,GE,MRO,HON,BMY,MRK,ES
1978,2,PCG,IBM,XOM,AEP,BAC,AIG,WY,CVX,F,CMS,EXC,HAL,PG,CNP,GE,HON,XEL,ES,MRO,BMY
1978,3,PCG,IBM,XOM,AEP,BAC,WY,AIG,CVX,F,CMS,EXC,HAL,PG,CNP,GE,HON,ES,BMY,MRO,XEL
1978,4,PCG,IBM,XOM,BAC,WY,AEP,AIG,CVX,F,CMS,EXC,PG,HAL,GE,CNP,HON,BMY,MRO,MRK,JNJ
1978,5,PCG,IBM,XOM,BAC,AIG,WY,AEP,CVX,F,HAL,CMS,PG,EXC,GE,CNP,BMY,HON,MRO,JNJ,MRK
1978,6,PCG,IBM,AIG,BAC,XOM,WY,AEP,CVX,F,CMS,HAL,PG,EXC,GE,CNP,BMY,JNJ,PFE,HON,KO
1978,7,PCG,AIG,IBM,BAC,WY,XOM,AEP,CVX,F,CMS,HAL,PG,EXC,GE,CNP,BMY,JNJ,MRK,MRO,PFE
1978,8,PCG,AIG,IBM,BAC,WY,XOM,AEP,CVX,HAL,CMS,F,PG,EXC,GE,CNP,BMY,JNJ,MRK,KO,HON
1978,9,PCG,AIG,IBM,BAC,XOM,WY,AEP,CVX,HAL,F,CMS,PG,EXC,CNP,GE,JNJ,BMY,MRK,KO,PFE
1978,10,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,HAL,CMS,F,PG,EXC,GE,CNP,MRK,BMY,KO,JNJ,PFE
1978,11,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,CMS,F,HAL,PG,EXC,GE,CNP,MRK,JNJ,BMY,KO,PFE
1978,12,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,HAL,F,CMS,PG,EXC,GE,CNP,MRK,BMY,KO,PFE,JNJ
1979,1,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,CMS,F,HAL,PG,EXC,GE,CNP,MRK,BMY,KO,JNJ,CAT
1979,2,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,CMS,F,HAL,PG,EXC,CNP,GE,MRK,BMY,KO,NEE,CAT
1979,3,PCG,IBM,AIG,WY,XOM,BAC,AEP,CVX,HAL,F,CMS,PG,EXC,CNP,GE,MRK,BMY,IP,DD,KO
1979,4,PCG,IBM,XOM,AIG,WY,BAC,CVX,AEP,HAL,F,CMS,PG,EXC,GE,CNP,MRK,BMY,IP,KO,JNJ
1979,5,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,HAL,F,CMS,PG,EXC,GE,CNP,MRK,BMY,KO,JNJ,NEE
1979,6,PCG,IBM,AIG,XOM,WY,BAC,AEP,CVX,HAL,F,CMS,PG,EXC,CNP,GE,MRK,BMY,WFC,JNJ,HON
1979,7,PCG,AIG,XOM,IBM,BAC,WY,CVX,AEP,HAL,F,CMS,EXC,GE,PG,CNP,MRK,BMY,WFC,HON,DD
1979,8,PCG,AIG,WY,XOM,IBM,BAC,CVX,AEP,HAL,F,CMS,PG,GE,EXC,CNP,MRK,BMY,DD,WFC,HON
1979,9,PCG,AIG,WY,XOM,IBM,BAC,CVX,AEP,HAL,F,CMS,PG,GE,EXC,CNP,MRK,HON,BMY,DD,PFE
1979,10,PCG,AIG,XOM,WY,IBM,CVX,BAC,AEP,HAL,F,CMS,PG,GE,EXC,CNP,HON,MRK,BMY,DD,PFE
1979,11,PCG,AIG,XOM,IBM,BAC,WY,CVX,AEP,HAL,CMS,CNP,PG,EXC,GE,F,MRK,HON,PFE,BMY,DD
1979,12,PCG,AIG,XOM,WY,IBM,BAC,CVX,AEP,HAL,CMS,GE,PG,CNP,F,HON,EXC,MRK,BMY,PFE,DD
