year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2013,1,XOM,AAPL,CVX,MSFT,T,WMT,VZ,IBM,PG,JNJ,KO,PFE,AMZN,PM,JPM,BRK-B,WFC,GE,GOOGL,SLB
2013,2,XOM,AAPL,CVX,MSFT,VZ,WMT,T,JNJ,PG,IBM,KO,PFE,PM,AMZN,JPM,BRK-B,GE,WFC,GOOGL,PCG
2013,3,XOM,AAPL,CVX,MSFT,VZ,WMT,T,JNJ,IBM,PG,KO,PFE,PM,AMZN,JPM,BRK-B,WFC,GE,GOOGL,PCG
2013,4,XOM,MSFT,AAPL,CVX,VZ,WMT,JNJ,T,PG,KO,IBM,PFE,PM,BRK-B,JPM,AMZN,WFC,PCG,GOOGL,GE
2013,5,XOM,MSFT,AAPL,CVX,VZ,JNJ,WMT,T,IBM,PG,KO,JPM,BRK-B,PFE,PM,AMZN,WFC,GOOGL,GE,PCG
2013,6,XOM,MSFT,AAPL,CVX,VZ,JNJ,WMT,T,PG,KO,IBM,JPM,PFE,AMZN,BRK-B,WFC,PM,GOOGL,GE,PCG
2013,7,XOM,AAPL,MSFT,CVX,JNJ,VZ,WMT,T,PG,KO,IBM,JPM,AMZN,PFE,BRK-B,WFC,PM,GOOGL,GE,PCG
2013,8,XOM,AAPL,MSFT,CVX,JNJ,VZ,WMT,PG,T,KO,IBM,PFE,AMZN,BRK-B,JPM,WFC,PM,GOOGL,GE,SLB
2013,9,XOM,AAPL,MSFT,CVX,JNJ,WMT,VZ,T,PG,AMZN,IBM,KO,PFE,BRK-B,JPM,WFC,PM,GOOGL,GE,SLB
2013,10,XOM,AAPL,MSFT,JNJ,CVX,VZ,WMT,T,PG,AMZN,KO,PFE,IBM,BRK-B,GOOGL,JPM,WFC,PM,GE,SLB
2013,11,XOM,AAPL,MSFT,JNJ,CVX,WMT,VZ,AMZN,PG,T,KO,PFE,JPM,IBM,GOOGL,BRK-B,WFC,GE,PM,DIS
2013,12,XOM,AAPL,MSFT,CVX,JNJ,WMT,AMZN,VZ,PG,T,KO,JPM,GOOGL,IBM,PFE,BRK-B,WFC,GE,DIS,PM
