year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1999,1,AIG,C,MSFT,T,BAC,PFE,VZ,GE,MRK,XOM,INTC,JPM,KO,F,BMY,CSCO,WMT,PG,JNJ,LLY
1999,2,AIG,C,MSFT,T,BAC,PFE,VZ,MRK,GE,JPM,XOM,KO,F,BMY,INTC,WMT,PG,JNJ,CSCO,LLY
1999,3,AIG,C,MSFT,T,BAC,PFE,VZ,GE,MRK,XOM,JPM,KO,INTC,WMT,BMY,F,PG,JNJ,CSCO,PCG
1999,4,AIG,C,MSFT,T,BAC,VZ,PFE,XOM,GE,MRK,JPM,KO,F,INTC,WMT,BMY,JNJ,CSCO,PG,IBM
1999,5,AIG,C,MSFT,T,BAC,VZ,PFE,GE,XOM,MRK,KO,JPM,BMY,F,WMT,PG,JNJ,INTC,CSCO,IBM
1999,6,AIG,C,MSFT,T,BAC,VZ,PFE,GE,MRK,XOM,JPM,KO,BMY,INTC,CSCO,WMT,F,JNJ,IBM,PG
1999,7,AIG,C,MSFT,T,BAC,VZ,GE,PFE,XOM,MRK,INTC,JPM,KO,BMY,CSCO,WMT,IBM,JNJ,PG,F
1999,8,AIG,C,MSFT,T,VZ,BAC,PFE,GE,INTC,XOM,MRK,JPM,CSCO,BMY,KO,JNJ,WMT,PG,F,IBM
1999,9,AIG,C,MSFT,T,VZ,BAC,GE,PFE,XOM,MRK,INTC,JPM,CSCO,BMY,WMT,JNJ,PG,F,KO,IBM
1999,10,AIG,C,MSFT,T,BAC,VZ,GE,PFE,MRK,XOM,INTC,JPM,WMT,BMY,CSCO,PG,KO,JNJ,F,MS
1999,11,AIG,C,MSFT,T,VZ,GE,BAC,PFE,CSCO,XOM,MRK,INTC,WMT,JPM,KO,BMY,PG,JNJ,F,MS
1999,12,AIG,C,MSFT,GE,T,VZ,CSCO,BAC,WMT,XOM,INTC,PFE,MRK,JPM,PG,KO,BMY,MS,F,JNJ
