year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1982,1,AIG,PCG,JPM,SLB,XOM,CVX,BAC,IBM,WY,NEM,HAL,OXY,AEP,DUK,GE,BMY,PG,PFE,MRK,COP
1982,2,AIG,PCG,JPM,XOM,SLB,CVX,WY,BAC,IBM,NEM,AEP,OXY,DUK,HAL,GE,BMY,PG,PFE,JNJ,CMS
1982,3,AIG,PCG,JPM,XOM,SLB,CVX,BAC,IBM,WY,NEM,AEP,OXY,DUK,HAL,GE,BMY,PG,AMD,PFE,JNJ
1982,4,AIG,PCG,JPM,SLB,XOM,IBM,BAC,CVX,WY,NEM,AEP,OXY,DUK,HAL,GE,BMY,AMD,PG,PFE,JNJ
1982,5,PCG,AIG,JPM,SLB,XOM,CVX,IBM,BAC,WY,NEM,AEP,OXY,DUK,GE,HAL,AMD,BMY,PG,JNJ,PFE
1982,6,PCG,AIG,JPM,XOM,IBM,CVX,SLB,BAC,WY,NEM,AEP,OXY,DUK,GE,BMY,AMD,PFE,PG,JNJ,HAL
1982,7,PCG,AIG,JPM,XOM,IBM,SLB,WY,BAC,CVX,NEM,AEP,OXY,GE,DUK,BMY,AMD,PG,PFE,JNJ,HAL
1982,8,PCG,AIG,JPM,XOM,IBM,WY,NEM,BAC,SLB,CVX,AEP,OXY,GE,AMD,DUK,BMY,PG,PFE,JNJ,EXC
1982,9,PCG,AIG,JPM,IBM,XOM,BAC,WY,CVX,SLB,NEM,AEP,GE,PFE,OXY,BMY,PG,DUK,AMD,JNJ,EXC
1982,10,AIG,PCG,JPM,BAC,IBM,XOM,WY,CVX,SLB,NEM,AEP,AMD,GE,OXY,BMY,PG,PFE,DUK,JNJ,EXC
1982,11,AIG,PCG,JPM,IBM,WY,BAC,XOM,NEM,SLB,CVX,GE,AMD,AEP,PG,BMY,PFE,OXY,DUK,JNJ,HAL
1982,12,PCG,AIG,JPM,IBM,BAC,WY,NEM,XOM,SLB,CVX,GE,AMD,AEP,PG,OXY,BMY,DUK,PFE,JNJ,HAL
