year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1989,1,AIG,VZ,T,BAC,XOM,PCG,F,C,NEM,JPM,IBM,MRK,CVX,BMY,GE,WY,DUK,MO,BKR,AEP
1989,2,AIG,VZ,BAC,T,XOM,PCG,NEM,F,C,JPM,IBM,MRK,CVX,BMY,GE,WY,BKR,MO,DUK,AEP
1989,3,AIG,VZ,BAC,T,XOM,PCG,NEM,F,C,JPM,MRK,CVX,IBM,BMY,GE,WY,MO,BKR,DUK,AEP
1989,4,AIG,VZ,BAC,T,PCG,XOM,NEM,JPM,F,C,MRK,IBM,CVX,BMY,GE,WY,MO,BKR,DUK,KO
1989,5,BAC,AIG,VZ,T,PCG,XOM,C,F,JPM,NEM,MRK,CVX,IBM,GE,BMY,WY,MO,BKR,DUK,KO
1989,6,AIG,BAC,VZ,T,PCG,XOM,NEM,C,F,JPM,MRK,CVX,IBM,BMY,GE,WY,MO,BKR,DUK,PG
1989,7,BAC,AIG,VZ,T,PCG,XOM,C,JPM,F,NEM,MRK,IBM,GE,CVX,BMY,WY,MO,BKR,KO,PG
1989,8,AIG,BAC,VZ,T,PCG,XOM,C,F,NEM,JPM,MRK,CVX,IBM,GE,BMY,MO,WY,BKR,PG,KO
1989,9,AIG,BAC,VZ,T,PCG,XOM,C,JPM,NEM,F,MRK,CVX,BMY,GE,MO,IBM,WY,BKR,DIS,KO
1989,10,AIG,VZ,BAC,T,PCG,XOM,C,NEM,F,JPM,MRK,CVX,BMY,MO,GE,IBM,BKR,WY,KO,PG
1989,11,AIG,VZ,BAC,T,PCG,XOM,C,NEM,F,CVX,MRK,JPM,GE,BMY,MO,IBM,KO,WY,DIS,PG
1989,12,AIG,VZ,BAC,T,PCG,XOM,C,NEM,F,MRK,CVX,JPM,GE,BMY,BKR,MO,KO,PG,IBM,WY
