year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1985,1,PCG,AIG,VZ,JPM,BAC,T,IBM,AMD,XOM,CVX,WY,SLB,GE,NEM,BMY,OXY,AEP,F,DUK,PFE
1985,2,PCG,AIG,VZ,JPM,BAC,T,IBM,XOM,AMD,CVX,SLB,WY,GE,BMY,NEM,OXY,AEP,F,DUK,PFE
1985,3,PCG,AIG,VZ,JPM,BAC,T,XOM,IBM,AMD,CVX,BMY,WY,SLB,NEM,GE,OXY,AEP,DUK,F,PFE
1985,4,PCG,AIG,VZ,BAC,JPM,T,XOM,IBM,AMD,CVX,SLB,BMY,NEM,WY,GE,OXY,AEP,DUK,PFE,F
1985,5,PCG,AIG,VZ,BAC,JPM,T,XOM,IBM,AMD,CVX,BMY,WY,NEM,SLB,OXY,GE,AEP,PFE,DUK,F
1985,6,PCG,AIG,VZ,BAC,JPM,T,XOM,IBM,AMD,CVX,BMY,OXY,SLB,WY,GE,AEP,NEM,DUK,F,PFE
1985,7,AIG,PCG,VZ,BAC,JPM,T,XOM,IBM,AMD,CVX,BMY,WY,OXY,GE,SLB,NEM,AEP,PFE,DUK,F
1985,8,PCG,AIG,VZ,JPM,T,BAC,XOM,IBM,AMD,CVX,BMY,NEM,WY,OXY,GE,SLB,AEP,DUK,PFE,F
1985,9,AIG,PCG,VZ,T,BAC,JPM,XOM,IBM,AMD,CVX,OXY,BMY,NEM,WY,GE,SLB,AEP,F,PFE,DUK
1985,10,AIG,PCG,VZ,BAC,JPM,T,XOM,IBM,AMD,CVX,OXY,BMY,NEM,WY,GE,SLB,AEP,DUK,F,PFE
1985,11,AIG,PCG,VZ,BAC,JPM,T,IBM,XOM,AMD,CVX,BMY,OXY,WY,NEM,GE,F,SLB,AEP,PFE,DUK
1985,12,AIG,PCG,VZ,BAC,JPM,T,IBM,XOM,AMD,CVX,BMY,GE,WY,NEM,F,OXY,SLB,AEP,DUK,PFE
