year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1996,1,AIG,C,T,BAC,VZ,XOM,MRK,KO,PCG,GE,NEM,JPM,PFE,JNJ,MO,PG,CVX,MSFT,F,BMY
1996,2,AIG,C,BAC,T,VZ,XOM,KO,MRK,JPM,GE,PCG,NEM,PFE,JNJ,MO,CVX,PG,F,MSFT,PEP
1996,3,AIG,C,BAC,T,VZ,XOM,KO,MRK,GE,JPM,NEM,PFE,PCG,JNJ,MO,CVX,PG,F,MSFT,PEP
1996,4,AIG,C,BAC,T,VZ,XOM,KO,MRK,GE,NEM,JPM,PFE,PCG,JNJ,CVX,MSFT,F,MO,PG,PEP
1996,5,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,NEM,JPM,PFE,PCG,JNJ,MO,MSFT,CVX,F,PG,PEP
1996,6,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,JPM,PFE,PCG,MO,JNJ,NEM,MSFT,CVX,PG,PEP,F
1996,7,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,JPM,PFE,MO,JNJ,NEM,MSFT,CVX,PG,PCG,F,PEP
1996,8,AIG,C,BAC,T,KO,VZ,XOM,MRK,GE,JPM,PFE,NEM,JNJ,PCG,MSFT,CVX,PG,MO,F,INTC
1996,9,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,JPM,PFE,MSFT,JNJ,CVX,PCG,PG,NEM,MO,INTC,BMY
1996,10,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,JPM,PFE,MSFT,PCG,CVX,JNJ,PG,INTC,NEM,MO,BMY
1996,11,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,JPM,PFE,MSFT,INTC,PG,JNJ,PCG,CVX,MO,BMY,NEM
1996,12,AIG,C,BAC,T,VZ,KO,XOM,MRK,GE,JPM,MSFT,PFE,INTC,MO,PG,JNJ,CVX,PCG,BMY,NEM
