year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
2018,1,AMZN,MSFT,AAPL,META,XOM,GOOGL,JNJ,JPM,BRK-B,WMT,BAC,CVX,VZ,WFC,BA,UNH,T,ABBV,KO,INTC
2018,2,AMZN,MSFT,AAPL,META,XOM,JPM,GOOGL,JNJ,BRK-B,BAC,WMT,BA,INTC,UNH,CVX,ABBV,VZ,T,WFC,PFE
2018,3,AMZN,MSFT,AAPL,META,XOM,JPM,JNJ,GOOGL,BRK-B,WMT,BAC,INTC,CVX,VZ,BA,UNH,T,PFE,V,PG
2018,4,AMZN,MSFT,AAPL,META,XOM,JPM,GOOGL,JNJ,BRK-B,WMT,BAC,CVX,INTC,UNH,VZ,BA,V,PFE,HD,DIS
2018,5,AMZN,MSFT,AAPL,META,XOM,GOOGL,JPM,JNJ,BRK-B,INTC,BAC,CVX,UNH,WMT,BA,V,VZ,PFE,WFC,HD
2018,6,AMZN,MSFT,AAPL,META,XOM,GOOGL,JPM,JNJ,BRK-B,UNH,CVX,WMT,BAC,INTC,VZ,V,BA,PFE,HD,DIS
2018,7,AMZN,MSFT,AAPL,META,GOOGL,XOM,JPM,JNJ,BRK-B,BAC,WMT,UNH,CVX,VZ,V,BA,PFE,INTC,DIS,KO
2018,8,AMZN,AAPL,MSFT,META,GOOGL,XOM,JPM,JNJ,BRK-B,WMT,UNH,BAC,V,VZ,PFE,CVX,BA,INTC,DIS,HD
2018,9,AMZN,AAPL,MSFT,XOM,GOOGL,META,JNJ,JPM,BRK-B,WMT,UNH,PFE,BA,V,BAC,VZ,CVX,DIS,MA,INTC
2018,10,AMZN,AAPL,MSFT,XOM,JNJ,META,GOOGL,JPM,BRK-B,WMT,UNH,VZ,PFE,BA,V,BAC,DIS,PG,KO,INTC
2018,11,AMZN,MSFT,AAPL,XOM,JNJ,GOOGL,JPM,META,BRK-B,WMT,UNH,VZ,PFE,V,PG,BAC,CVX,KO,BA,DIS
2018,12,AMZN,MSFT,AAPL,JNJ,GOOGL,XOM,META,JPM,BRK-B,WMT,VZ,PFE,UNH,PG,V,KO,DIS,INTC,CVX,BA
