year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1993,1,AIG,BAC,VZ,T,PCG,C,XOM,MRK,KO,WMT,MO,JPM,GE,NEM,F,CVX,WY,PG,PFE,PEP
1993,2,AIG,BAC,VZ,T,PCG,C,XOM,KO,MRK,WMT,JPM,MO,GE,NEM,CVX,F,WY,PG,PEP,BMY
1993,3,AIG,C,BAC,VZ,T,PCG,XOM,KO,WMT,MRK,NEM,GE,JPM,CVX,F,MO,WY,PG,PEP,BMY
1993,4,AIG,C,T,VZ,BAC,PCG,XOM,NEM,MRK,KO,GE,CVX,F,JPM,WMT,WY,PFE,BMY,PG,BKR
1993,5,AIG,C,T,VZ,BAC,PCG,XOM,NEM,MRK,KO,GE,CVX,F,WMT,JPM,WY,PFE,MO,BKR,PG
1993,6,AIG,C,VZ,T,BAC,PCG,XOM,NEM,KO,GE,MRK,CVX,JPM,F,WMT,WY,PG,PFE,MO,BMY
1993,7,AIG,C,VZ,T,BAC,PCG,XOM,NEM,KO,GE,CVX,JPM,F,MRK,WMT,PG,DUK,WY,MO,PFE
1993,8,AIG,C,T,VZ,BAC,PCG,XOM,KO,NEM,CVX,GE,MRK,JPM,F,WMT,WY,PG,DUK,PFE,MO
1993,9,AIG,C,VZ,T,BAC,PCG,XOM,KO,CVX,NEM,JPM,GE,F,MRK,WMT,WY,DUK,PG,BMY,PEP
1993,10,AIG,C,VZ,T,PCG,BAC,XOM,NEM,KO,F,CVX,GE,JPM,MRK,WMT,PG,MO,WY,DUK,BMY
1993,11,AIG,C,VZ,T,BAC,PCG,XOM,NEM,KO,F,GE,MRK,CVX,WMT,JPM,PG,MO,WY,PFE,BMY
1993,12,AIG,C,T,VZ,BAC,PCG,XOM,NEM,KO,F,GE,MRK,CVX,JPM,PG,WMT,WY,MO,PFE,DUK
