year,month,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1995,1,AIG,C,T,VZ,BAC,XOM,PCG,KO,MRK,GE,CVX,NEM,PG,JPM,PFE,F,MO,JNJ,WMT,DIS
1995,2,AIG,C,T,VZ,BAC,XOM,PCG,KO,MRK,GE,CVX,NEM,PG,JPM,PFE,F,MO,JNJ,WMT,DIS
1995,3,AIG,C,T,VZ,BAC,XOM,PCG,KO,MRK,NEM,GE,CVX,PG,F,PFE,MO,JPM,JNJ,WMT,MSFT
1995,4,AIG,C,T,VZ,BAC,XOM,PCG,KO,MRK,GE,NEM,CVX,PG,MO,JPM,JNJ,PFE,F,MSFT,DIS
1995,5,AIG,C,T,BAC,VZ,XOM,PCG,KO,MRK,GE,NEM,CVX,JPM,F,PG,MO,JNJ,PFE,MSFT,DIS
1995,6,AIG,C,T,VZ,BAC,XOM,PCG,KO,MRK,GE,NEM,JPM,MO,F,PG,CVX,MSFT,PFE,JNJ,WMT
1995,7,AIG,C,T,BAC,VZ,XOM,PCG,KO,MRK,NEM,GE,JPM,PFE,CVX,JNJ,MSFT,MO,F,PG,DIS
1995,8,AIG,C,T,BAC,VZ,XOM,PCG,KO,MRK,JPM,GE,NEM,CVX,F,PFE,MO,MU,MSFT,JNJ,PG
1995,9,AIG,C,T,BAC,VZ,XOM,PCG,KO,MRK,JPM,GE,NEM,PFE,MO,PG,CVX,JNJ,F,MU,MSFT
1995,10,AIG,C,T,BAC,VZ,XOM,PCG,KO,MRK,JPM,GE,PFE,JNJ,PG,MO,MSFT,NEM,CVX,F,MU
1995,11,AIG,C,T,BAC,VZ,XOM,KO,MRK,PCG,GE,JPM,PFE,JNJ,MO,PG,NEM,CVX,F,MSFT,BMY
1995,12,AIG,C,T,BAC,VZ,XOM,KO,MRK,PCG,GE,PFE,JPM,NEM,MO,JNJ,PG,CVX,BMY,F,MSFT
